"filename","interval_label","start","end","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","cluster"
"A11","A11_lhh",1,2,-0.764612249,-0.865984226,-0.936227507,-0.970440519,-0.961666471,-0.933288721,-0.926109774,-0.881619973,-0.791021975,-0.704989255,-0.653258119,-0.534989775,-0.315661012,-0.028286645,0.237468405,0.531599773,0.887802838,1.194646146,1.455698008,1.676550883,1.841839835,1.966072839,2.06295722,2.140648874,2.172063812,2.167852848,2.153366215,2.151535607,2.136021731,2.100364421,5
"A11","A11_lhl",1,2,-0.557553827,-0.495897563,-0.490331575,-0.560344059,-0.659585711,-0.728352788,-0.763113283,-0.744234792,-0.700944174,-0.697531842,-0.686584581,-0.625460139,-0.553531271,-0.516005627,-0.494348238,-0.476886519,-0.47666878,-0.465338856,-0.419780345,-0.382582139,-0.363870743,-0.431116734,-0.559271085,-0.732137745,-0.847400622,-0.841832473,-0.771001218,-0.688451409,-0.708331697,-0.784472843,3
"A11","A11_llh",1,2,-0.746438458,-0.746292236,-0.798482121,-0.856140313,-0.916906185,-0.956323159,-0.937897815,-0.912968222,-0.909899623,-0.86126264,-0.730718635,-0.540570451,-0.392854298,-0.247601222,-0.084451829,0.102483027,0.304352148,0.502275877,0.677883749,0.851605902,0.990061475,1.112688207,1.222835383,1.298066503,1.337355437,1.348456453,1.342028946,1.328142728,1.304895142,1.277901218,5
"A11","A11_lll",1,2,-0.448865738,-0.463260911,-0.504559215,-0.564096128,-0.653958919,-0.731111993,-0.729528526,-0.622724773,-0.477922671,-0.425020736,-0.432444369,-0.408540938,-0.380911349,-0.398152698,-0.510963877,-0.63492019,-0.753781308,-0.844008214,-0.836960078,-0.799657722,-0.735626939,-0.652445524,-0.587003422,-0.499526149,-0.407421633,-0.343996599,-0.244312358,-0.178591684,-0.229630117,-0.335938434,3
"A12","A12_hhh",1,2,-0.774916808,-0.719244668,-0.648870428,-0.557826766,-0.438706639,-0.292149463,-0.110454536,0.114516965,0.390531976,0.669533375,0.888587874,1.029770175,1.117140707,1.20129834,1.296831319,1.363630661,1.39099295,1.406671026,1.441888873,1.502935301,1.556176001,1.599837115,1.631402285,1.645852126,1.662372508,1.68907085,1.725252004,1.747523901,1.743701656,1.702987774,1
"A12","A12_hhl",1,2,-0.973294612,-0.876686959,-0.688213151,-0.506877467,-0.329532654,-0.115882993,0.157261365,0.422109071,0.647933959,0.830787492,0.955089573,1.015126752,1.032506126,1.049392231,1.072188089,1.060665544,1.030203366,1.0153675,1.02390045,1.048084281,1.059942387,1.052962121,1.040238107,1.017918384,0.987456904,0.974580332,0.997415958,1.03110348,1.047018261,1.044758577,1
"A12","A12_hlh",1,2,-0.022699486,0.037416287,0.140975431,0.293628786,0.482817275,0.668294566,0.863143222,1.077406565,1.279859609,1.433863028,1.526470841,1.534402945,1.478067114,1.374352721,1.199694035,0.965821057,0.616705998,0.131401147,-0.364413233,-0.786897634,-1.085803797,-1.291376541,-1.443502873,-1.522904658,-1.55176069,-1.559666224,-1.539547183,-1.480758581,-1.387773534,-1.293349763,2
"A12","A12_hll",1,2,-0.015279723,0.01242654,0.003749882,0.021700579,0.117438926,0.279721324,0.446561794,0.611375685,0.797488648,0.983546761,1.15793881,1.283760277,1.364587547,1.382363455,1.313334133,1.111548289,0.739839878,0.277206125,-0.2039618,-0.665362644,-1.027425458,-1.303463737,-1.511258184,-1.64887999,-1.7292232,-1.781989572,-1.847594288,-1.870748034,-1.840689767,-1.837799627,2
"A12","A12_lhh",1,2,-1.005634547,-0.988461295,-0.990832914,-1.017639051,-1.048738805,-1.105358222,-1.173834149,-1.196869367,-1.164127992,-1.080311618,-0.956879502,-0.82265987,-0.687052733,-0.532717407,-0.348545007,-0.163774743,0.009072373,0.16155237,0.329991915,0.526182686,0.729043806,0.914675077,1.079423204,1.232581655,1.371702028,1.505135746,1.648443695,1.773305708,1.846253461,1.858757554,5
"A12","A12_lhl",1,2,-0.313649384,-0.396230293,-0.464002005,-0.484749186,-0.452150885,-0.433837646,-0.416567535,-0.386034965,-0.336757954,-0.270552578,-0.212475803,-0.178538524,-0.152725601,-0.125572316,-0.116808424,-0.15518054,-0.205298185,-0.241536946,-0.272222477,-0.27281365,-0.280893085,-0.307358592,-0.344890704,-0.373848321,-0.396476607,-0.39707951,-0.390185461,-0.365754812,-0.339405717,-0.341739311,3
"A12","A12_llh",1,2,-0.708362301,-0.786851406,-0.87758576,-0.93145295,-0.952682978,-0.966124872,-1.005865731,-1.016664199,-0.963626107,-0.872683087,-0.757724466,-0.652680695,-0.566506748,-0.463946052,-0.345795861,-0.256823299,-0.185173685,-0.104558557,0.006371089,0.132573582,0.238726418,0.313987818,0.370781154,0.415659625,0.473460992,0.541836266,0.608637436,0.669252435,0.702288137,0.677752133,3
"A12","A12_lll",1,2,-0.149489181,-0.163750434,-0.151603438,-0.120633683,-0.087872134,-0.105357737,-0.146155446,-0.184761699,-0.205478604,-0.213234842,-0.221655022,-0.253546534,-0.299900583,-0.357531072,-0.428974819,-0.513192271,-0.613615147,-0.748369419,-0.907946453,-1.06807864,-1.238622922,-1.373903725,-1.488221056,-1.618009749,-1.747097879,-1.882311936,-1.960525642,-2.036140729,-2.094070125,-2.128152433,2
"A13","A13_hhh",1,2,-0.64432105,-0.552492553,-0.452436204,-0.292436804,-0.042348566,0.214154874,0.437875144,0.645544914,0.862142855,1.059387554,1.219011405,1.34154903,1.465707877,1.573282021,1.642775421,1.67655496,1.695181222,1.723344824,1.776762224,1.855948307,1.916826437,1.937845197,1.936000264,1.919389727,1.898208082,1.866655968,1.811882536,1.713122955,1.587649845,1.445726423,1
"A13","A13_hhl",1,2,-0.675399473,-0.433272851,-0.180687761,0.100297437,0.3933071,0.636339615,0.838667207,1.048402552,1.236993911,1.384012169,1.473984788,1.52900522,1.579330533,1.619154569,1.625998879,1.609927445,1.592778226,1.580239202,1.576900571,1.579056249,1.572900521,1.542258547,1.485614573,1.434108204,1.398443441,1.359129161,1.289694588,1.193740592,1.031044383,0.79075963,1
"A13","A13_hlh",1,2,-0.539808352,-0.474529987,-0.411581342,-0.29495381,-0.124951849,0.029536827,0.195378799,0.416827404,0.660640685,0.903236858,1.099775528,1.197029813,1.211778456,1.137018699,0.94334763,0.622454748,0.256768593,-0.07913702,-0.335388058,-0.546593545,-0.721671756,-0.846556713,-0.919007922,-0.951374459,-0.945700606,-0.910997889,-0.858926439,-0.836834577,-0.882704307,-1.003529709,2
"A13","A13_hll",1,2,-0.727055495,-0.661184645,-0.59870519,-0.463629939,-0.272707693,-0.061571438,0.174071115,0.436258014,0.719171532,0.95912084,1.122626562,1.198197695,1.175698722,1.042832823,0.782749499,0.445028303,0.076531188,-0.272361326,-0.571043641,-0.802278027,-0.989513727,-1.132788701,-1.215624022,-1.245894693,-1.251018243,-1.238568996,-1.211254644,-1.167995795,-1.215392586,-1.382737066,2
"A13","A13_lhh",1,2,-0.656768256,-0.712903061,-0.796989418,-0.804103748,-0.737046757,-0.685273069,-0.679741797,-0.700902002,-0.719305755,-0.718457348,-0.703484931,-0.655060164,-0.553877523,-0.399900762,-0.239825807,-0.100248995,0.075871926,0.28943611,0.506103376,0.73935952,0.954621133,1.140733746,1.282440991,1.380639896,1.481547528,1.584088054,1.671716856,1.709119331,1.626315661,1.43655518,5
"A13","A13_lhl",1,2,-0.541291901,-0.540138742,-0.571091908,-0.591355287,-0.590152577,-0.615764402,-0.675517638,-0.734352029,-0.777012445,-0.809498915,-0.838211899,-0.839183115,-0.800909117,-0.755661647,-0.737333922,-0.732648732,-0.72399166,-0.697012169,-0.665196469,-0.64021447,-0.631575617,-0.631754473,-0.64271868,-0.644152156,-0.627535014,-0.599502593,-0.565259623,-0.539802021,-0.622160913,-0.846956505,3
"A13","A13_llh",1,2,-0.749292991,-0.691493751,-0.72536706,-0.7654023,-0.754179705,-0.724235892,-0.71417993,-0.760033387,-0.804745166,-0.832697206,-0.862396471,-0.888318255,-0.863012893,-0.781166587,-0.694204406,-0.637643079,-0.575634075,-0.502958072,-0.415164691,-0.309120785,-0.197840105,-0.103623224,-0.033638767,0.02989521,0.094620412,0.170719093,0.248148395,0.312185209,0.327164572,0.241248049,3
"A13","A13_lll",1,2,-0.722582218,-0.713373959,-0.726854756,-0.742536753,-0.688725963,-0.615308999,-0.582624586,-0.606400827,-0.661821703,-0.720447441,-0.788198176,-0.872248531,-0.928188765,-0.941772824,-0.956360046,-0.993955919,-1.038227892,-1.073749055,-1.09684489,-1.115388481,-1.139126162,-1.167981241,-1.19592209,-1.241057596,-1.289498966,-1.314752214,-1.330671906,-1.382685734,-1.521252494,-1.747505466,4
"A14","A14_hhh",1,2,0.055234858,0.087288444,0.048168297,-0.013414389,-0.094914054,-0.162180582,-0.164976785,-0.117283933,-0.039215949,0.049801241,0.17952073,0.334861589,0.499051999,0.676649802,0.848688424,1.008084258,1.179343387,1.359535865,1.520741272,1.65870868,1.782053212,1.876635499,1.959625598,2.076675572,2.201584873,2.290540344,2.331434436,2.333157943,2.29502063,2.246461703,5
"A14","A14_hhl",1,2,-0.45223974,-0.210699346,0.062228173,0.321572786,0.495690935,0.598842164,0.743941449,0.900731752,1.019372969,1.089640376,1.139016464,1.193095061,1.240225461,1.255329886,1.245188054,1.230526219,1.251309706,1.290147118,1.306043645,1.293891913,1.278970467,1.273281882,1.281032224,1.302774316,1.327243856,1.339903219,1.330493556,1.300888676,1.285322975,1.314718046,1
"A14","A14_hlh",1,2,-0.323478828,-0.239284223,-0.146102547,0.010142287,0.160590311,0.259702243,0.360555852,0.510270047,0.64402523,0.688562389,0.644260881,0.533791329,0.340981744,0.055550707,-0.27216047,-0.565839664,-0.788380482,-0.948244318,-1.056797618,-1.137834464,-1.18875417,-1.20444795,-1.246456458,-1.30990652,-1.327894768,-1.27882669,-1.26470692,-1.268873716,-1.262281509,-1.334429612,2
"A14","A14_hll",1,2,0.036217376,0.097855606,0.164792924,0.265443677,0.362947498,0.455019351,0.591785434,0.74871203,0.881498483,0.923732273,0.885949982,0.792001642,0.623479776,0.379213391,0.088855977,-0.206489096,-0.471180996,-0.67353424,-0.818014427,-0.931883008,-1.028455189,-1.113976817,-1.19152967,-1.247744218,-1.273734725,-1.271211392,-1.281060831,-1.287284076,-1.292066106,-1.332071151,2
"A14","A14_lhh",1,2,0.479297062,0.299996824,0.036552329,-0.270656967,-0.581867122,-0.815059229,-0.92252962,-0.986518902,-1.016976517,-1.029050767,-1.013954405,-0.954423226,-0.855428791,-0.717697712,-0.532347813,-0.314235844,-0.098528661,0.12274637,0.356626446,0.591948744,0.82231933,1.044796187,1.259943947,1.483848527,1.744487868,2.010446608,2.217991686,2.318132303,2.336269376,2.235462169,5
"A14","A14_lhl",1,2,0.235133442,0.019158109,-0.243225922,-0.385023271,-0.461248695,-0.577395598,-0.686040682,-0.736391043,-0.752048872,-0.757374111,-0.742379328,-0.723550705,-0.714455359,-0.701045107,-0.682832269,-0.660548705,-0.63158064,-0.594583253,-0.561320305,-0.527638286,-0.499982575,-0.479195636,-0.459688231,-0.430214889,-0.381073322,-0.3230804,-0.27241442,-0.280440306,-0.325560847,-0.336507689,3
"A14","A14_llh",1,2,0.533370758,0.438230623,0.273165451,0.055263015,-0.183414682,-0.383589368,-0.495231637,-0.577020622,-0.633129116,-0.663291709,-0.661607799,-0.636936208,-0.588181463,-0.522900717,-0.460725329,-0.399024605,-0.332666175,-0.236432585,-0.125535183,-0.020525098,0.067339997,0.153435937,0.244943638,0.348334952,0.471445036,0.59327499,0.683162363,0.732558658,0.734206755,0.715283516,3
"A14","A14_lll",1,2,0.044031703,-0.143650635,-0.249528415,-0.306727341,-0.419703229,-0.574539688,-0.69935406,-0.781393948,-0.844276533,-0.913814898,-0.975287283,-1.019495571,-1.06303548,-1.115107228,-1.160716962,-1.201175502,-1.239940961,-1.274864328,-1.30589853,-1.336530131,-1.371939844,-1.412104923,-1.449131,-1.48394812,-1.517828879,-1.54266582,-1.573946507,-1.607380343,-1.668248973,-1.771010042,4
"A15","A15_hhh",1,2,-0.200982825,-0.1289623,-0.117525548,-0.194204868,-0.333893605,-0.509165215,-0.69039426,-0.839297636,-0.884624348,-0.846600324,-0.74402099,-0.564608834,-0.31225531,-0.054233307,0.181320153,0.391335451,0.589703458,0.79578621,1.032285483,1.296266234,1.548703344,1.788487069,2.02267495,2.271384095,2.530833359,2.824945091,3.103906828,3.216386833,3.17562578,3.062230014,5
"A15","A15_hhl",1,2,0.017856873,0.124121852,0.15113669,0.112579787,0.03741955,-0.082366122,-0.218076314,-0.301229652,-0.308874129,-0.276270017,-0.219424108,-0.116200535,0.041402301,0.241691371,0.440913106,0.607914925,0.74668282,0.889633843,1.035631442,1.190889153,1.351402234,1.513730627,1.658079998,1.818802832,2.001761237,2.17692578,2.314143226,2.351181923,2.299310312,2.199093362,5
"A15","A15_hlh",1,2,-0.074893091,0.04511763,0.164696181,0.260343285,0.35068138,0.451764986,0.582016667,0.694250248,0.771975872,0.771467611,0.667002254,0.501748774,0.305281657,0.112249771,-0.086276617,-0.307624323,-0.509956857,-0.649564757,-0.729944189,-0.813692158,-0.913133885,-0.986006789,-0.987421076,-0.904572101,-0.728178021,-0.493411665,-0.257326525,-0.064435466,0.013567746,0.002304594,2
"A15","A15_hll",1,2,-0.098376281,0.004749108,0.062450367,0.109516542,0.170375008,0.247331555,0.29797925,0.318152144,0.351277548,0.373946046,0.332889502,0.224096128,0.083209087,-0.061696168,-0.229266011,-0.413085953,-0.573350512,-0.717665286,-0.842199361,-0.972189453,-1.131387366,-1.298718987,-1.439950189,-1.512228223,-1.490080108,-1.388175432,-1.261076678,-1.136253273,-1.039281344,-0.971282459,2
"A15","A15_lhh",1,2,-0.333413855,-0.314539038,-0.328565362,-0.403924211,-0.523920257,-0.661173828,-0.791823509,-0.91373727,-0.983393425,-0.988298291,-0.959670544,-0.896776667,-0.779537304,-0.613002414,-0.418117977,-0.236761636,-0.0507162,0.168615212,0.415608782,0.681936561,0.91879223,1.134216105,1.350494686,1.561885411,1.79408343,2.051144317,2.277439159,2.365965875,2.291913233,2.157187594,5
"A15","A15_lhl",1,2,-0.287571125,-0.246360267,-0.219872141,-0.254413325,-0.316601111,-0.437492733,-0.578646089,-0.684275047,-0.748858477,-0.799612855,-0.833215923,-0.818467704,-0.756419514,-0.668646304,-0.57878552,-0.499155978,-0.423579858,-0.332642106,-0.231868484,-0.142488054,-0.077218724,-0.016931583,0.057712709,0.151342261,0.262022254,0.365320855,0.418045552,0.42067918,0.399123677,0.357292952,3
"A15","A15_llh",1,2,-0.18045886,-0.162966513,-0.185108058,-0.267933681,-0.380188923,-0.511230497,-0.644626921,-0.735133364,-0.811280182,-0.878269772,-0.923030133,-0.938147082,-0.900537704,-0.82294569,-0.739566457,-0.680243992,-0.612071163,-0.523723766,-0.402806219,-0.281630766,-0.175004389,-0.06103116,0.092605612,0.26189083,0.437723716,0.616315435,0.769794923,0.869018267,0.885637775,0.863472478,3
"A15","A15_lll",1,2,-0.020327389,-0.024374175,-0.04526516,-0.079776439,-0.133398293,-0.209696507,-0.326581641,-0.471214677,-0.595831343,-0.673067724,-0.743262197,-0.798805067,-0.83837319,-0.866583224,-0.901617108,-0.954679418,-1.017282865,-1.092106207,-1.154081495,-1.187791639,-1.209152105,-1.282854772,-1.365691553,-1.424304118,-1.429402469,-1.386272729,-1.291014874,-1.195009603,-1.105554319,-1.004188452,4
"A16","A16_hhh",1,2,-0.104925873,-0.083511286,-0.05855975,-0.013913166,0.057041349,0.14324588,0.221202535,0.308161685,0.406239053,0.499440306,0.585565352,0.676278503,0.773154537,0.867319912,0.965687244,1.043753756,1.097057898,1.157039933,1.233053512,1.322297034,1.427657713,1.551704381,1.659242238,1.726527566,1.756082926,1.753290561,1.743320746,1.72202472,1.683480008,1.647535032,1
"A16","A16_hhl",1,2,-0.129156559,-0.106160035,-0.076762214,0.01660595,0.16210289,0.307894941,0.431220272,0.554786096,0.695204173,0.850931168,0.99443623,1.118348412,1.231684495,1.331766697,1.384828371,1.376019878,1.288268845,1.167879026,1.096709663,1.076638855,1.091475644,1.115928835,1.136818994,1.145136394,1.115943959,1.045728025,0.94271611,0.826301976,0.736952127,0.713540912,1
"A16","A16_hlh",1,2,0.121547838,0.193151089,0.315177965,0.483677307,0.665728538,0.862131655,1.028599389,1.178376686,1.300106727,1.373935768,1.344726328,1.188603998,0.910234125,0.513507529,0.097884611,-0.23617668,-0.481846566,-0.654248404,-0.746693387,-0.79050923,-0.81814877,-0.840984025,-0.841865439,-0.807394945,-0.733555717,-0.630469359,-0.525622759,-0.462285737,-0.464388732,-0.504416958,2
"A16","A16_hll",1,2,0.199093719,0.234259209,0.299043824,0.394786909,0.520762086,0.667481779,0.817270125,0.986621547,1.151896055,1.269088896,1.296306598,1.24379926,1.127816278,0.910763385,0.565393306,0.125268419,-0.299238422,-0.649389768,-0.940484036,-1.140396857,-1.291509184,-1.421090848,-1.53833955,-1.639765856,-1.727545878,-1.794807494,-1.823225819,-1.823496067,-1.811336463,-1.826621559,2
"A16","A16_lhh",1,2,-0.757342068,-0.771469423,-0.819992599,-0.847478964,-0.853662193,-0.839001875,-0.817406177,-0.815109857,-0.801467507,-0.755674728,-0.679995662,-0.588977394,-0.481510858,-0.304303573,-0.017729593,0.280793163,0.504770308,0.692782872,0.895987895,1.123150725,1.369078741,1.619470793,1.841636828,2.010125802,2.128836099,2.203691077,2.255121517,2.270530401,2.250419333,2.2222921,5
"A16","A16_lhl",1,2,-0.482704823,-0.529114453,-0.577308997,-0.58243836,-0.543231752,-0.488699251,-0.452007328,-0.4370586,-0.414778048,-0.393857788,-0.384704831,-0.375481437,-0.360749017,-0.338311937,-0.342161936,-0.378979581,-0.431520433,-0.488739299,-0.523489031,-0.536587152,-0.547656157,-0.572748213,-0.609144899,-0.660014152,-0.710092524,-0.757422337,-0.807677968,-0.875144652,-0.955527369,-0.998948235,3
"A16","A16_llh",1,2,-0.614205132,-0.668591591,-0.69524189,-0.695593578,-0.676685111,-0.660740914,-0.631483987,-0.615488228,-0.601924897,-0.592363817,-0.590199935,-0.587102449,-0.570217832,-0.552331751,-0.529646559,-0.510939246,-0.505615581,-0.484383294,-0.437834896,-0.352484007,-0.239974641,-0.126457465,-0.02631273,0.052635452,0.115446823,0.170590022,0.214502878,0.219263749,0.193341352,0.17316311,3
